Txn_id,Timestamp,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,total_risk_score,risk_tier,triggered_rules,rule_reasons
2280,2026-05-07 14:08:04,2736859177,7733987506,301.86,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2281,2026-05-07 14:08:11,4121324384,3732455271,9674.27,Euro,UK pounds,Spain,UK,Cross-border,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,674.27 Euro exceeds threshold of 9,000.00; Smurfing: account '4121324384' made 5 transactions totalling 39,861.34 within 24h (each below 9,999.00 threshold)"
2282,2026-05-07 14:08:12,3510078932,2436228903,7116.45,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '3510078932' made 13 transactions totalling 83,803.10 within 24h (each below 9,999.00 threshold)"
2283,2026-05-07 14:08:18,8413340671,2138505015,6726.22,UK pounds,Dirham,UK,UAE,Cross-border,0,,0,LOW,,
2284,2026-05-07 14:08:18,2416180733,8441589829,368.15,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2285,2026-05-07 14:08:22,8952177221,6424463145,12607.29,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,607.29 UK pounds exceeds threshold of 8,000.00"
2286,2026-05-07 14:08:25,810154078,921857264,1790.47,Pakistani rupee,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2287,2026-05-07 14:08:31,4941016574,5103043844,16078.18,UK pounds,Naira,UK,Nigeria,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,078.18 UK pounds exceeds threshold of 8,000.00"
2288,2026-05-07 14:08:31,2618676189,1947491599,8338.53,UK pounds,UK pounds,UK,UK,ACH,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,338.53 UK pounds exceeds threshold of 8,000.00; Smurfing: account '2618676189' made 3 transactions totalling 14,311.93 within 24h (each below 9,999.00 threshold)"
2289,2026-05-07 14:08:37,8912772142,9393752443,11505.82,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,505.82 UK pounds exceeds threshold of 8,000.00"
2290,2026-05-07 14:08:39,4973818872,6720648949,1456.07,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2291,2026-05-07 14:08:39,581778780,5466123934,5303.52,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2292,2026-05-07 14:08:43,5321651029,8749215628,19918.62,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 19,918.62 UK pounds exceeds threshold of 8,000.00"
2293,2026-05-07 14:08:45,9734083970,6917865488,13717.89,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,717.89 UK pounds exceeds threshold of 8,000.00"
2294,2026-05-07 14:08:45,6057444675,8861171324,10702.18,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,702.18 UK pounds exceeds threshold of 8,000.00"
2295,2026-05-07 14:08:46,1065297480,6119591959,32.94,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
2296,2026-05-07 14:08:53,8523021855,2534644942,13441.18,UK pounds,Euro,UK,France,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,441.18 UK pounds exceeds threshold of 8,000.00"
2297,2026-05-07 14:08:53,6741147793,587855779,3567.93,UK pounds,Dirham,UK,France,Cross-border,0,,0,LOW,,
2298,2026-05-07 14:08:58,5187359383,5226679628,1250.87,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2299,2026-05-07 14:08:58,6216316627,5466123934,7906.46,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6216316627' made 4 transactions totalling 31,699.49 within 24h (each below 9,999.00 threshold)"
2300,2026-05-07 14:08:59,8406225208,6223258098,740.93,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2301,2026-05-07 14:08:59,8473871613,1801202686,15600.2,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 15,600.20 UK pounds exceeds threshold of 8,000.00"
2302,2026-05-07 14:09:00,2949513346,6021051123,4755.1,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2303,2026-05-07 14:09:01,5385654131,7280426720,23389.87,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 23,389.87 UK pounds exceeds threshold of 8,000.00"
2304,2026-05-07 14:09:01,3792189465,7080357663,5390.17,Mexican Peso,UK pounds,Mexico,UK,Cross-border,0,,0,LOW,,
2305,2026-05-07 14:09:02,2765327741,9610196111,4379.7,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2306,2026-05-07 14:09:05,8943157074,1330403013,2041.64,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2307,2026-05-07 14:09:06,6116657264,2283849585,4337.3,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6116657264' made 12 transactions totalling 70,517.28 within 24h (each below 9,999.00 threshold)"
2308,2026-05-07 14:09:07,4913362755,9991774065,2516.66,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2309,2026-05-07 14:09:09,1491989064,478973149,6490.9,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1491989064' made 6 transactions totalling 43,976.39 within 24h (each below 9,999.00 threshold)"
2310,2026-05-07 14:09:11,3808389654,1431561040,9108.47,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,108.47 UK pounds exceeds threshold of 8,000.00"
2311,2026-05-07 14:09:11,7504755224,1361076665,687.73,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2312,2026-05-07 14:09:12,1790329027,5801455343,1839.12,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Fan-Out/Money-Mule,20,LOW,RapidMovement,"RapidMovement: account '5801455343' received 1,839.12 then re-sent 15,242.38 (828.8%) within 24h"
2313,2026-05-07 14:09:15,9584123190,3339962568,12715.17,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,715.17 UK pounds exceeds threshold of 8,000.00"
2314,2026-05-07 14:09:21,6834477393,6444220418,8195.08,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,195.08 UK pounds exceeds threshold of 8,000.00; Smurfing: account '6834477393' made 3 transactions totalling 24,515.46 within 24h (each below 9,999.00 threshold)"
2315,2026-05-07 14:09:24,9853775637,9341071779,2130.93,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2316,2026-05-07 14:09:25,6216316627,5466123934,7953.09,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6216316627' made 5 transactions totalling 39,652.58 within 24h (each below 9,999.00 threshold)"
2317,2026-05-07 14:09:29,7108683404,7498972417,1454.41,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2318,2026-05-07 14:09:30,1378784400,8436759372,6186.8,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1378784400' made 10 transactions totalling 70,021.17 within 24h (each below 9,999.00 threshold)"
2319,2026-05-07 14:09:30,7515750718,8776175971,10308.67,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,308.67 UK pounds exceeds threshold of 8,000.00"
2320,2026-05-07 14:09:31,9248338532,5490540282,592.34,Euro,UK pounds,Austria,UK,Cross-border,0,,0,LOW,,
2321,2026-05-07 14:09:35,7501327339,3546968911,5092.25,UK pounds,Euro,UK,Germany,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7501327339' made 14 transactions totalling 98,731.11 within 24h (each below 9,999.00 threshold)"
2322,2026-05-07 14:09:38,2768066268,6174306361,1823.86,UK pounds,UK pounds,UK,UK,Credit card,0,Fan-Out/Money-Mule,20,LOW,RapidMovement,"RapidMovement: account '6174306361' received 1,823.86 then re-sent 1,957.51 (107.3%) within 24h"
2323,2026-05-07 14:09:40,382301928,132540540,8074.45,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,074.45 UK pounds exceeds threshold of 8,000.00"
2324,2026-05-07 14:09:41,9051006413,8352571580,9844.82,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,844.82 UK pounds exceeds threshold of 8,000.00"
2325,2026-05-07 14:09:42,1254775139,2446766738,465.1,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2326,2026-05-07 14:09:44,1491989064,8401255335,5978.9,UK pounds,Dirham,UK,UAE,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '1491989064' made 7 transactions totalling 49,955.29 within 24h (each below 9,999.00 threshold)"
2327,2026-05-07 14:09:45,2365007895,5391949334,9223.59,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 9,223.59 UK pounds exceeds threshold of 8,000.00; Smurfing: account '2365007895' made 12 transactions totalling 86,830.71 within 24h (each below 9,999.00 threshold)"
2328,2026-05-07 14:09:47,5313485292,9105769228,19656.52,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 19,656.52 UK pounds exceeds threshold of 8,000.00"
2329,2026-05-07 14:09:47,1789877728,537498790,1689.58,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2330,2026-05-07 14:09:49,6743376113,621060264,25963.82,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 25,963.82 UK pounds exceeds threshold of 8,000.00"
2331,2026-05-07 14:09:49,4765718769,7768531408,4876.58,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2332,2026-05-07 14:09:56,3168051873,5311176192,8398.14,UK pounds,US dollar,UK,USA,Cross-border,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,398.14 UK pounds exceeds threshold of 8,000.00; Smurfing: account '3168051873' made 6 transactions totalling 38,903.32 within 24h (each below 9,999.00 threshold)"
2333,2026-05-07 14:09:56,7673084360,6444220418,9826.14,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,826.14 UK pounds exceeds threshold of 8,000.00"
2334,2026-05-07 14:09:56,8691503268,3259734434,4872.75,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2335,2026-05-07 14:09:57,8487080282,5708936901,5761.02,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '8487080282' made 3 transactions totalling 17,216.95 within 24h (each below 9,999.00 threshold)"
2336,2026-05-07 14:09:57,8646744730,11194105,13928.48,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,928.48 UK pounds exceeds threshold of 8,000.00"
2337,2026-05-07 14:09:58,3614082527,6066458462,5782.24,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '3614082527' made 12 transactions totalling 89,318.42 within 24h (each below 9,999.00 threshold)"
2338,2026-05-07 14:09:59,5332388948,3087946555,2026.29,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2339,2026-05-07 14:10:02,2206902878,5109623450,9856.37,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,856.37 UK pounds exceeds threshold of 8,000.00"
2340,2026-05-07 14:10:02,1939247394,8813013400,2286.78,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2341,2026-05-07 14:10:07,3146144627,8352571580,9837.55,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,837.55 UK pounds exceeds threshold of 8,000.00"
2342,2026-05-07 14:10:08,7326442087,1493436023,7623.28,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2343,2026-05-07 14:10:09,4332882742,5858369125,13382.31,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,382.31 UK pounds exceeds threshold of 8,000.00"
2344,2026-05-07 14:10:10,2848829138,3170775385,7086.9,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2345,2026-05-07 14:10:12,2294025022,5858369125,8818.18,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,818.18 UK pounds exceeds threshold of 8,000.00"
2346,2026-05-07 14:10:17,297565041,4586285506,1133.92,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2347,2026-05-07 14:10:23,7850962863,6297186233,317801.99,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 317,801.99 UK pounds exceeds threshold of 8,000.00"
2348,2026-05-07 14:10:23,6541552727,1547154408,5475.48,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6541552727' made 11 transactions totalling 73,638.28 within 24h (each below 9,999.00 threshold)"
2349,2026-05-07 14:10:24,8678080711,3695545812,8682.97,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 8,682.97 UK pounds exceeds threshold of 8,000.00"
2350,2026-05-07 14:10:25,7860334742,960080488,3974.45,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2351,2026-05-07 14:10:29,8171620699,3370106452,73476.1,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 73,476.10 UK pounds exceeds threshold of 8,000.00"
2352,2026-05-07 14:10:31,4121351921,2445125378,4867.62,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2353,2026-05-07 14:10:32,3790550887,5513961106,5257.17,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2354,2026-05-07 14:10:32,9524699578,7815302114,10851.14,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,851.14 UK pounds exceeds threshold of 8,000.00"
2355,2026-05-07 14:10:35,4543731721,6455150443,4546.32,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2356,2026-05-07 14:10:41,1843365823,5466123934,9185.07,UK pounds,UK pounds,UK,UK,Debit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,185.07 UK pounds exceeds threshold of 8,000.00"
2357,2026-05-07 14:10:43,1490260385,1377603863,7370.0,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2358,2026-05-07 14:10:44,6904169843,4270865741,6190.52,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2359,2026-05-07 14:10:48,1021067959,8508733578,5763.57,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2360,2026-05-07 14:10:50,2642812525,1675575867,191.85,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2361,2026-05-07 14:10:52,2706001337,5858369125,12184.22,Dirham,UK pounds,UAE,UK,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,184.22 Dirham exceeds threshold of 10,000.00"
2362,2026-05-07 14:10:55,6086421020,8140432476,7923.92,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6086421020' made 19 transactions totalling 136,218.38 within 24h (each below 9,999.00 threshold)"
2363,2026-05-07 14:10:56,7501327339,7122039154,5356.7,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7501327339' made 15 transactions totalling 104,087.81 within 24h (each below 9,999.00 threshold)"
2364,2026-05-07 14:11:00,5390311085,6871577374,7447.44,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2365,2026-05-07 14:11:02,4074980498,6864596395,706.17,UK pounds,Euro,UK,Germany,Cross-border,0,,0,LOW,,
2366,2026-05-07 14:11:03,1352768610,5636542108,17347.35,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 17,347.35 UK pounds exceeds threshold of 8,000.00"
2367,2026-05-07 14:11:12,4909239868,4237920741,176.6,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
2368,2026-05-07 14:11:16,8082544359,664157046,130.89,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2369,2026-05-07 14:11:23,9648057381,161535688,18314.37,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 18,314.37 UK pounds exceeds threshold of 8,000.00"
2370,2026-05-07 14:11:26,1782263940,41351359,4288.7,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2371,2026-05-07 14:11:28,7095120400,423780375,1894.5,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2372,2026-05-07 14:11:29,918178079,4848233791,1323.71,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2373,2026-05-07 14:11:33,6904668523,545403361,5857.52,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6904668523' made 9 transactions totalling 66,552.14 within 24h (each below 9,999.00 threshold)"
2374,2026-05-07 14:11:35,3299961738,8352571580,10738.06,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,738.06 UK pounds exceeds threshold of 8,000.00"
2375,2026-05-07 14:11:37,8465013530,2534644942,16933.81,UK pounds,Euro,UK,France,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,933.81 UK pounds exceeds threshold of 8,000.00"
2376,2026-05-07 14:11:37,3683639470,3066321263,12944.7,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,944.70 UK pounds exceeds threshold of 8,000.00"
2377,2026-05-07 14:11:38,2047410771,6646502650,7988.56,UK pounds,Euro,UK,France,Cross-border,0,,0,LOW,,
2378,2026-05-07 14:11:42,5982914936,9386007080,8998.21,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,998.21 UK pounds exceeds threshold of 8,000.00; Smurfing: account '5982914936' made 9 transactions totalling 79,078.85 within 24h (each below 9,999.00 threshold)"
2379,2026-05-07 14:11:45,6764518163,386274054,2983.77,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2380,2026-05-07 14:11:45,922331203,9514376146,3050.42,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2381,2026-05-07 14:11:45,6174306361,2768066268,1957.51,UK pounds,UK pounds,UK,UK,Credit card,0,Fan-Out/Money-Mule,20,LOW,RapidMovement,RapidMovement: part of rapid fund re-dispatch from account '6174306361'
2382,2026-05-07 14:11:49,3510078932,2436228903,7069.96,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '3510078932' made 14 transactions totalling 90,873.06 within 24h (each below 9,999.00 threshold)"
2383,2026-05-07 14:11:51,2797271466,5633100295,8758.01,UK pounds,UK pounds,UK,UK,Cheque,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,758.01 UK pounds exceeds threshold of 8,000.00; Smurfing: account '2797271466' made 10 transactions totalling 75,406.50 within 24h (each below 9,999.00 threshold)"
2384,2026-05-07 14:11:55,5544372349,621060264,12155.4,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 12,155.40 UK pounds exceeds threshold of 8,000.00"
2385,2026-05-07 14:11:58,6086421020,3819548816,4774.76,UK pounds,UK pounds,UK,UK,Debit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6086421020' made 20 transactions totalling 140,993.14 within 24h (each below 9,999.00 threshold)"
2386,2026-05-07 14:11:59,2724414698,2802328576,1005.24,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2387,2026-05-07 14:12:01,6541552727,9694142477,6025.55,UK pounds,UK pounds,UK,UK,ACH,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6541552727' made 12 transactions totalling 79,663.83 within 24h (each below 9,999.00 threshold)"
2388,2026-05-07 14:12:01,7758268667,9609750441,16887.39,UK pounds,Naira,UK,Nigeria,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 16,887.39 UK pounds exceeds threshold of 8,000.00"
2389,2026-05-07 14:12:05,1878247156,5061520742,7817.32,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2390,2026-05-07 14:12:05,1723045971,4868906526,2522.94,UK pounds,UK pounds,UK,UK,Credit card,0,,0,LOW,,
2391,2026-05-07 14:12:07,6116657264,7749320382,10926.94,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,926.94 UK pounds exceeds threshold of 8,000.00"
2392,2026-05-07 14:12:12,5807746710,2207144112,1389.36,UK pounds,UK pounds,UK,UK,Debit card,0,Fan-Out/Money-Mule,20,LOW,RapidMovement,"RapidMovement: account '2207144112' received 1,389.36 then re-sent 6,759.84 (486.5%) within 24h"
2393,2026-05-07 14:12:14,2429123128,5450354006,1240.34,UK pounds,Euro,UK,France,Cross-border,0,,0,LOW,,
2394,2026-05-07 14:12:17,2446604226,3854333155,17018.54,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 17,018.54 UK pounds exceeds threshold of 8,000.00"
2395,2026-05-07 14:12:17,4758401069,7747649042,323.24,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
2396,2026-05-07 14:12:18,4875006777,127584886,1721.29,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2397,2026-05-07 14:12:24,11999416,6223365730,5910.07,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2398,2026-05-07 14:12:24,6116657264,2283849585,4316.34,UK pounds,UK pounds,UK,UK,Credit card,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6116657264' made 13 transactions totalling 74,833.62 within 24h (each below 9,999.00 threshold)"
2399,2026-05-07 14:12:25,6541552727,5393260130,8140.93,UK pounds,Swiss franc,UK,Switzerland,Cross-border,1,Large-Cash-Transaction; Structuring/Smurfing,65,HIGH,LargeTransaction|Smurfing,"Transaction amount 8,140.93 UK pounds exceeds threshold of 8,000.00; Smurfing: account '6541552727' made 13 transactions totalling 87,804.76 within 24h (each below 9,999.00 threshold)"
2400,2026-05-07 14:12:28,7084814851,6206407074,1235.65,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2401,2026-05-07 14:12:29,3973799849,8087106292,56.64,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
2402,2026-05-07 14:12:44,6057444675,9106702668,11968.42,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 11,968.42 UK pounds exceeds threshold of 8,000.00"
2403,2026-05-07 14:12:45,2101877453,621060264,10637.25,UK pounds,UK pounds,UK,UK,ACH,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 10,637.25 UK pounds exceeds threshold of 8,000.00"
2404,2026-05-07 14:12:46,4769338617,8022537707,7704.91,UK pounds,UK pounds,UK,UK,ACH,0,,0,LOW,,
2405,2026-05-07 14:12:46,7501327339,2477870427,5336.58,UK pounds,UK pounds,UK,UK,Cheque,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '7501327339' made 16 transactions totalling 109,424.39 within 24h (each below 9,999.00 threshold)"
2406,2026-05-07 14:12:48,315737488,8048071901,9250.49,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 9,250.49 UK pounds exceeds threshold of 8,000.00"
2407,2026-05-07 14:12:54,7206745434,7062616288,117.62,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
2408,2026-05-07 14:12:55,1237100004,6393585758,918.77,UK pounds,UK pounds,UK,UK,Cheque,0,,0,LOW,,
2409,2026-05-07 14:12:57,2321611797,9545985504,6131.63,UK pounds,UK pounds,UK,UK,Debit card,0,,0,LOW,,
2410,2026-05-07 14:12:58,3369932750,3852354537,35912.53,Euro,UK pounds,Germany,UK,Cross-border,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 35,912.53 Euro exceeds threshold of 9,000.00"
2411,2026-05-07 14:12:58,6380185082,1316458123,4601.99,UK pounds,Mexican Peso,UK,Mexico,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '6380185082' made 3 transactions totalling 13,742.62 within 24h (each below 9,999.00 threshold)"
2412,2026-05-07 14:13:00,5868277189,4621276676,13041.58,UK pounds,UK pounds,UK,UK,Cheque,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,041.58 UK pounds exceeds threshold of 8,000.00"
2413,2026-05-07 14:13:02,1199680782,7911349997,2291.91,UK pounds,UK pounds,UK,UK,Cash Deposit,0,,0,LOW,,
2414,2026-05-07 14:13:03,3510078932,2749487707,7999.09,UK pounds,Euro,UK,France,Cross-border,1,Structuring/Smurfing,40,MEDIUM,Smurfing,"Smurfing: account '3510078932' made 15 transactions totalling 98,872.15 within 24h (each below 9,999.00 threshold)"
2415,2026-05-07 14:13:06,2365007895,2812285491,13047.47,UK pounds,UK pounds,UK,UK,Credit card,0,Large-Cash-Transaction,25,LOW,LargeTransaction,"Transaction amount 13,047.47 UK pounds exceeds threshold of 8,000.00"
2416,2026-05-07 14:13:09,7973127556,8839170863,65.8,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,,0,LOW,,
