Customer Id,Account Number,Full Name,Date of Birth,Occupation,Complete Address,Total Income Per Annum,Passport/Gov ID Proof,Is_Flagged,Flag_Type,Flag_Reason,Risk_Category,Risk_Score
CUST484232,2609955485,Veda Kulkarni,3/12/1969,Teacher / Professor,"Flat No. 36B, Padmanabhan Road, Ville Nagar, Kochi, Gujarat - 451199, India",489829,PAN Card: OQTTW4437Y,FALSE,NONE,,CLEAN,18
CUST349433,1638295908,Ishita Rout,15-08-1962,Government Employee,"Flat No. 27D, Dyal Road, Ville Nagar, Dhule, Tamil Nadu - 730421, India",1117466,Driving Licence: AW45 20249665824,FALSE,NONE,,CLEAN,19
CUST494616,9721097883,Turvi Boase,28-12-1987,Nurse / Healthcare Worker,"Flat No. 36D, Bali Nagar, Ville Nagar, Kharagpur, Punjab - 621670, India",507778,Voter ID: BUG1240838,FALSE,NONE,,CLEAN,8
CUST551524,691501298,Yagnesh Dass,10/9/1993,Financial Advisor,"Flat No. 21A, Jha, Ville Nagar, Dharmavaram, Tamil Nadu - 443848, India",8098298,Passport: J8481225,FALSE,NONE,,CLEAN,13
CUST789247,339701644,Liam Sathe,24-02-1967,Travel Agent,"Flat No. 48D, Virk, Ville Nagar, Avadi, Delhi - 756649, India",1315987,Driving Licence: OV38 20187043694,FALSE,NONE,,CLEAN,17
CUST714973,9907210327,Watika Gupta,8/11/1985,Architect,"Flat No. 29B, Som Ganj, Ville Nagar, Tadipatri, Delhi - 980245, India",864739,Voter ID: ZHM8350589,FALSE,NONE,,CLEAN,16
CUST469438,1802636466,Dominic Mukhopadhyay,28-06-1969,Restaurant / Hotel Owner,"Flat No. 24D, Raval Circle, Ville Nagar, Malegaon, Punjab - 966286, India",830463,Passport: T5038654,FALSE,NONE,,CLEAN,12
CUST659453,6357364082,Patrick Shetty,7/4/1992,Retail Trader,"Flat No. 30B, Comar Path, Ville Nagar, Warangal, Tamil Nadu - 239110, India",185210,Passport: L3873072,FALSE,NONE,,CLEAN,15
CUST759393,9693438765,Indrajit Sinha,19-10-1966,Nurse / Healthcare Worker,"Flat No. 23A, Balan Road, Ville Nagar, Bidar, Andhra Pradesh - 594775, India",501187,Driving Licence: FG15 20190234035,FALSE,NONE,,CLEAN,4
CUST810078,9636503689,Krishna Salvi,13-01-1993,Real Estate Agent,"Flat No. 29B, Raja Path, Ville Nagar, Gandhinagar, Uttar Pradesh - 584487, India",772804,Aadhaar Card: XXXX-XXXX-3290,FALSE,NONE,,CLEAN,7
CUST402418,8984696396,Chakrika Batta,5/11/1973,Chartered Accountant,"Flat No. 30B, Bose Circle, Ville Nagar, Sasaram, Jharkhand - 403858, India",1269918,Driving Licence: OE72 20177379193,FALSE,NONE,,CLEAN,15
CUST690500,8003608688,Sai Bhardwaj,24-09-1980,Police Officer,"Flat No. 17C, Bali Ganj, Ville Nagar, Karimnagar, Haryana - 569237, India",724319,Voter ID: AAH1273509,FALSE,NONE,,CLEAN,13
CUST300924,4009125662,Vedika Solanki,27-11-1968,Chartered Accountant,"Flat No. 25D, Gera Nagar, Ville Nagar, Asansol, Jharkhand - 754280, India",1466901,Driving Licence: GJ87 20119025085,FALSE,NONE,,CLEAN,7
CUST841561,6070690189,Abeer Konda,10/12/1964,Software Engineer,"Flat No. 36A, Mall Circle, Ville Nagar, Udaipur, Assam - 189288, India",5998240,PAN Card: YOTYN8796Q,FALSE,NONE,,CLEAN,20
CUST571435,9125487514,Ekaraj Dhar,10/1/1998,Banker,"Flat No. 25D, Chand Nagar, Ville Nagar, Gurgaon, Madhya Pradesh - 267457, India",647720,Passport: S6246485,FALSE,NONE,,CLEAN,3
CUST540581,2394070720,Tara Malhotra,24-05-1983,Doctor,"Flat No. 4B, Dutt Nagar, Ville Nagar, Karnal, Tamil Nadu - 198896, India",6718844,Driving Licence: AX15 20225956120,FALSE,NONE,,CLEAN,14
CUST161849,2714399420,Unnati Pal,17-02-2004,Nurse / Healthcare Worker,"Flat No. 16D, Kala Marg, Ville Nagar, Dindigul, Delhi - 613317, India",537079,PAN Card: FOINT7619Q,FALSE,NONE,,CLEAN,20
CUST753050,3394889318,Henry Merchant,27-07-1996,Financial Advisor,"Flat No. 7A, Chada Marg, Ville Nagar, Karnal, Telangana - 219550, India",7078118,Aadhaar Card: XXXX-XXXX-9154,FALSE,NONE,,CLEAN,16
CUST263306,3466136919,Faraj Mittal,11/4/1964,Journalist,"Flat No. 37A, Mital Circle, Ville Nagar, Kollam, Himachal Pradesh - 911813, India",226291,Voter ID: BVU8942495,FALSE,NONE,,CLEAN,11
CUST283877,4480073652,Bhavani Pall,26-11-1960,Stockbroker,"Flat No. 10B, Malhotra Path, Ville Nagar, Malda, Madhya Pradesh - 222596, India",7140066,Aadhaar Card: XXXX-XXXX-6187,FALSE,NONE,,CLEAN,0
CUST867926,7401327478,Charan Loyal,21-08-1964,Civil Engineer,"Flat No. 21B, Baral Marg, Ville Nagar, Dharmavaram, Assam - 827250, India",1330307,Driving Licence: UF85 20147070594,FALSE,NONE,,CLEAN,19
CUST122508,2008369465,Kiaan Rege,28-06-2001,Software Engineer,"Flat No. 6C, Menon, Ville Nagar, Hyderabad, Bihar - 312868, India",8433071,PAN Card: YHBQI8317P,FALSE,NONE,,CLEAN,1
CUST191958,9720101136,Fatima Al-Rashid,12/12/1961,Foreign Minister,"Flat No. 24B, Hyderabad, India",9500000,Passport: M3425177,TRUE,PEP,"Foreign PEP - Cabinet Minister, Gulf nation",PEP,67
CUST386728,1538331336,Qushi Pandey,20-10-1971,Pharmacist,"Flat No. 40B, Bedi Nagar, Ville Nagar, Etawah, Punjab - 907101, India",909668,Aadhaar Card: XXXX-XXXX-8453,FALSE,NONE,,CLEAN,12
CUST712716,3939776156,Leonid Grigorenko,17-05-1956,Mining Executive,"Block 38, Street 99, Tripoli, Libya",14000000,Passport: U3949592,TRUE,SANCTIONED,OFAC SDN - Donbas region mineral extraction,SANCTIONED,98
CUST910616,1730350525,Faqid Goel,10/1/1986,Film / Media Professional,"Flat No. 46A, Shetty Chowk, Ville Nagar, Satna, Bihar - 563864, India",2428730,Passport: X9037616,FALSE,NONE,,CLEAN,6
CUST130277,7352447338,Farhan Bhalla,16-11-1959,Doctor,"Flat No. 30C, Pall Path, Ville Nagar, Jamshedpur, Himachal Pradesh - 789969, India",5060715,Aadhaar Card: XXXX-XXXX-6397,FALSE,NONE,,CLEAN,3
CUST868401,3540794456,Ayush Dua,28-11-1984,Civil Engineer,"Flat No. 38A, Deep Street, Ville Nagar, Jamshedpur, Telangana - 347749, India",1338234,Driving Licence: OG31 20187269041,FALSE,NONE,,CLEAN,18
CUST604906,8968592383,Praneel Banik,19-04-1974,Jewellery Trader,"Flat No. 11D, Saini Circle, Ville Nagar, Kulti, Maharashtra - 355506, India",5216588,Aadhaar Card: XXXX-XXXX-3095,FALSE,NONE,,CLEAN,4
CUST730707,6533060638,Jason Jaggi,27-04-2003,Police Officer,"Flat No. 19C, Sagar Chowk, Ville Nagar, Bhalswa Jahangir Pur, Andhra Pradesh - 837435, India",846994,Passport: C3648501,FALSE,NONE,,CLEAN,7
CUST442402,1320927231,Geetika Purohit,14-06-1981,Financial Advisor,"Flat No. 42C, Deo Chowk, Ville Nagar, Hospet, Odisha - 408347, India",7811602,Driving Licence: AJ47 20140282297,FALSE,NONE,,CLEAN,2
CUST815123,9781717277,Yasti Sarraf,28-05-1985,Chartered Accountant,"Flat No. 34D, Sodhi Marg, Ville Nagar, Orai, Andhra Pradesh - 714920, India",3581605,Driving Licence: ZM73 20159615627,FALSE,NONE,,CLEAN,12
CUST122527,5466123934,Atharv Das,20-01-1986,Nurse / Healthcare Worker,"Flat No. 25A, Mammen Circle, Ville Nagar, Bidhannagar, Maharashtra - 336170, India",451328,Passport: N3524885,FALSE,NONE,,CLEAN,10
CUST525529,2833895088,Chatura Pal,3/8/1970,Real Estate Agent,"Flat No. 38A, Sunder Marg, Ville Nagar, Kurnool, Gujarat - 156405, India",893767,PAN Card: TNWOK3215B,FALSE,NONE,,CLEAN,13
CUST212619,9772730467,Ekbal Palan,4/12/2003,Lawyer,"Flat No. 22A, Bala Chowk, Ville Nagar, Noida, Haryana - 188536, India",6172325,PAN Card: NKCBS6441C,FALSE,NONE,,CLEAN,8
CUST972600,8052801346,Megha Taneja,13-02-1986,Retail Trader,"Flat No. 44C, Raja Nagar, Ville Nagar, Raichur, Tamil Nadu - 681489, India",280158,PAN Card: MJXGY4115P,FALSE,NONE,,CLEAN,13
CUST298020,277019651,Eshana Sawhney,6/5/1991,Self-Employed Consultant,"Flat No. 7A, Sundaram Ganj, Ville Nagar, Karnal, Assam - 731160, India",227743,Aadhaar Card: XXXX-XXXX-3086,FALSE,NONE,,CLEAN,0
CUST155642,4277910354,Yoshita Chandran,25-05-1992,Jewellery Trader,"Flat No. 11C, Sabharwal Street, Ville Nagar, Cuttack, Delhi - 253541, India",1674835,Aadhaar Card: XXXX-XXXX-5835,FALSE,NONE,,CLEAN,9
CUST166980,545403361,Dayamai Guha,4/3/1996,Retired / Pensioner,"Flat No. 34B, Jaggi Circle, Ville Nagar, Agartala, Madhya Pradesh - 196321, India",185596,Passport: L6673350,FALSE,NONE,,CLEAN,14
CUST105066,8587242371,Urishilla Bora,24-12-1990,Shop Owner,"Flat No. 42D, Bir Nagar, Ville Nagar, Thrissur, Delhi - 980919, India",279066,Passport: E6562703,FALSE,NONE,,CLEAN,4
CUST530732,5414896414,Darsh Lata,27-01-1973,Civil Engineer,"Flat No. 34A, Barman Nagar, Ville Nagar, Nagaon, Jharkhand - 491616, India",915559,Aadhaar Card: XXXX-XXXX-8163,FALSE,NONE,,CLEAN,19
CUST647923,6499777292,Frado Chandran,21-07-2004,Chartered Accountant,"Flat No. 14C, Deol Circle, Ville Nagar, Guntakal, Punjab - 479867, India",5560078,Aadhaar Card: XXXX-XXXX-3535,FALSE,NONE,,CLEAN,16
CUST674559,4261959518,Onkar Karpe,16-11-1977,Nurse / Healthcare Worker,"Flat No. 23D, Sabharwal Zila, Ville Nagar, Gudivada, Andhra Pradesh - 175312, India",326900,Driving Licence: SH34 20247105323,FALSE,NONE,,CLEAN,9
CUST819678,511037666,Varsha Sundaram,23-02-1975,Self-Employed Consultant,"Flat No. 34D, Thakkar Path, Ville Nagar, Gopalpur, Kerala - 822689, India",241645,Aadhaar Card: XXXX-XXXX-1193,FALSE,NONE,,CLEAN,1
CUST499670,7107443050,Hemani Bhagat,13-04-1979,Shop Owner,"Flat No. 3A, D’Alia Road, Ville Nagar, Madhyamgram, Delhi - 220253, India",541096,PAN Card: ITMBO4969W,FALSE,NONE,,CLEAN,1
CUST512160,733430828,Hritik Bahri,6/1/1976,Civil Engineer,"Flat No. 30B, D’Alia Nagar, Ville Nagar, Nadiad, Haryana - 194560, India",839173,Passport: K3751363,FALSE,NONE,,CLEAN,2
CUST998803,4278420374,Yauvani Murthy,15-05-2004,Software Engineer,"Flat No. 25B, Chacko Path, Ville Nagar, Firozabad, Uttar Pradesh - 156138, India",3500419,Passport: G4200848,FALSE,NONE,,CLEAN,2
CUST442360,2731219454,Nakul Balakrishnan,24-04-1987,Restaurant / Hotel Owner,"Flat No. 17D, Varma Chowk, Ville Nagar, Noida, Uttar Pradesh - 797802, India",902118,PAN Card: XQMUI4666S,FALSE,NONE,,CLEAN,15
CUST471128,8594486349,Aishani Minhas,27-12-1968,Film / Media Professional,"Flat No. 48D, Pandit Zila, Ville Nagar, Solapur, Delhi - 648898, India",6279446,Voter ID: EWD1610970,FALSE,NONE,,CLEAN,9
CUST370948,8813806690,Warinder Saraf,18-11-1987,Film / Media Professional,"Flat No. 12A, Aurora Path, Ville Nagar, Bhimavaram, Odisha - 920231, India",7940566,Aadhaar Card: XXXX-XXXX-1906,FALSE,NONE,,CLEAN,5
CUST821211,7975935824,Tara Divan,21-11-1990,Self-Employed Consultant,"Flat No. 30B, Nadig Chowk, Ville Nagar, Firozabad, Rajasthan - 850992, India",205798,Aadhaar Card: XXXX-XXXX-9265,FALSE,NONE,,CLEAN,8
CUST188876,6781239823,Radhika Padmanabhan,15-05-1999,Lawyer,"Flat No. 34C, Anand Zila, Ville Nagar, Durg, Madhya Pradesh - 712328, India",7505068,Aadhaar Card: XXXX-XXXX-8622,FALSE,NONE,,CLEAN,3
CUST252607,6645074569,Mugdha Guha,12/5/1998,Restaurant / Hotel Owner,"Flat No. 4C, Mall Zila, Ville Nagar, Aizawl, Haryana - 505334, India",1171112,Voter ID: CHV9004545,FALSE,NONE,,CLEAN,11
CUST940534,1140410616,Riya Toor,13-11-1977,Doctor,"Flat No. 5A, Chaudhary Chowk, Ville Nagar, Thanjavur, Gujarat - 920392, India",4881576,Driving Licence: HD39 20113818791,FALSE,NONE,,CLEAN,10
CUST666211,1294695860,Rajata Sunder,2/10/1999,Journalist,"Flat No. 28C, Ramachandran Nagar, Ville Nagar, Dehradun, Himachal Pradesh - 362529, India",379511,Aadhaar Card: XXXX-XXXX-2496,FALSE,NONE,,CLEAN,7
CUST119943,7226383929,Xiti Shankar,3/9/1984,Civil Engineer,"Flat No. 18D, Bains Circle, Ville Nagar, Bettiah, Odisha - 222621, India",1104402,Voter ID: QQL8318725,FALSE,NONE,,CLEAN,0
CUST414678,7141835964,Sai Dasgupta,16-11-1986,Stockbroker,"Flat No. 32D, Puri Path, Ville Nagar, Belgaum, Himachal Pradesh - 474475, India",3145262,Driving Licence: MC24 20177113817,FALSE,NONE,,CLEAN,0
CUST756075,3253303398,Nitara Natarajan,13-07-1961,Doctor,"Flat No. 21D, Chaudhry Marg, Ville Nagar, Guna, West Bengal - 288540, India",2964090,Passport: A3997703,FALSE,NONE,,CLEAN,19
CUST477685,2359149347,Chaman Lalla,11/5/1999,Retired / Pensioner,"Flat No. 24D, Bedi Chowk, Ville Nagar, Thane, Tamil Nadu - 895284, India",168790,Voter ID: VBM3047210,FALSE,NONE,,CLEAN,9
CUST619344,5393610375,Veer Subramaniam,23-01-1969,Banker,"Flat No. 47D, Palla Marg, Ville Nagar, Guntur, Rajasthan - 239158, India",587127,Passport: J5010801,FALSE,NONE,,CLEAN,3
CUST441183,5496292666,Hredhaan Bakshi,10/3/1976,Police Officer,"Flat No. 26A, Dhillon Marg, Ville Nagar, Kollam, Himachal Pradesh - 214027, India",602397,Driving Licence: UJ73 20116504008,FALSE,NONE,,CLEAN,17
CUST521668,3274570726,Philip Nkosi Dlamini,7/1/1966,National Revenue Authority Head,"Flat No. 3C, Mumbai, India",8900000,Driving Licence: DL-774219717,TRUE,PEP,"Foreign PEP - Customs & Revenue Head, Africa",PEP,75
CUST815932,399899327,Wriddhish Gill,18-10-1990,Farmer,"Flat No. 49D, Iyengar Chowk, Ville Nagar, Durg, Rajasthan - 541711, India",182436,Passport: H7891905,FALSE,NONE,,CLEAN,1
CUST584664,835593757,Harsh Yadav,2/12/2004,Farmer,"Flat No. 44D, Garg, Ville Nagar, Ghaziabad, Jharkhand - 593050, India",186617,Voter ID: BKG3029740,FALSE,NONE,,CLEAN,14
CUST278922,7570914310,Chakradev Ghose,5/12/1993,Teacher / Professor,"Flat No. 13D, Bhatnagar Path, Ville Nagar, Ajmer, West Bengal - 627028, India",346425,Aadhaar Card: XXXX-XXXX-8383,FALSE,NONE,,CLEAN,11
CUST649161,1881336524,Upadhriti Dugar,24-10-2001,Journalist,"Flat No. 9D, Palla Zila, Ville Nagar, Kanpur, Maharashtra - 384879, India",444380,Passport: E4942812,FALSE,NONE,,CLEAN,18
CUST900173,4100194033,Farhan Kapadia,14-03-1961,Entrepreneur,"Flat No. 43C, Narain Zila, Ville Nagar, Bally, Tamil Nadu - 921665, India",5767600,Driving Licence: JJ62 20119543216,FALSE,NONE,,CLEAN,0
CUST402062,3516473411,Bhavini Tiwari,28-04-1968,Doctor,"Flat No. 34C, Chada Street, Ville Nagar, Vijayanagaram, Andhra Pradesh - 748696, India",5683071,Aadhaar Card: XXXX-XXXX-9944,FALSE,NONE,,CLEAN,8
CUST324912,6781542095,Pushti Kota,23-04-1993,Chartered Accountant,"Flat No. 21A, Dua, Ville Nagar, Parbhani, Rajasthan - 619333, India",5035554,PAN Card: OPBJX2905J,FALSE,NONE,,CLEAN,11
CUST493468,3286172355,Warhi Gandhi,20-10-1994,Import-Export Dealer,"Flat No. 25B, Swamy Zila, Ville Nagar, Bathinda, Himachal Pradesh - 222520, India",5681808,Passport: W6276424,FALSE,NONE,,CLEAN,15
CUST298775,7390946087,Arunima Hayre,14-07-1996,Real Estate Agent,"Flat No. 48C, Chacko Nagar, Ville Nagar, Anand, Karnataka - 268099, India",542211,PAN Card: YYZDM9119Z,FALSE,NONE,,CLEAN,13
CUST785055,7050327878,Sachi Bhatia,28-10-1989,Entrepreneur,"Flat No. 35B, Chatterjee Path, Ville Nagar, Srikakulam, Kerala - 682949, India",7092747,Passport: I8010785,FALSE,NONE,,CLEAN,3
CUST462914,5162401694,Utkarsh Kadakia,1/8/1994,Architect,"Flat No. 43B, Kaur Chowk, Ville Nagar, Mau, Rajasthan - 280426, India",915229,Passport: J2348473,FALSE,NONE,,CLEAN,4
CUST115664,1276357468,Hredhaan Rana,3/7/1999,Entrepreneur,"Flat No. 8D, Yohannan Nagar, Ville Nagar, Ulhasnagar, Haryana - 535239, India",3068140,Driving Licence: LW91 20100193710,FALSE,NONE,,CLEAN,2
CUST963559,1448912136,Rehaan Dhingra,27-04-1987,Civil Engineer,"Flat No. 50D, Badami Marg, Ville Nagar, Faridabad, Delhi - 729281, India",895451,Aadhaar Card: XXXX-XXXX-7479,FALSE,NONE,,CLEAN,13
CUST271993,3141372444,Hiral Raval,23-10-1985,Pharmacist,"Flat No. 34B, Arora Marg, Ville Nagar, Sikar, Uttarakhand - 888371, India",674467,PAN Card: DIYZI3317Z,FALSE,NONE,,CLEAN,16
CUST730973,1794595555,Sachi Kara,26-03-1983,Film / Media Professional,"Flat No. 42B, Reddy Circle, Ville Nagar, Maheshtala, Andhra Pradesh - 538996, India",6540222,Driving Licence: MN78 20243938462,FALSE,NONE,,CLEAN,1
CUST957111,8816009605,Oviya Vyas,6/10/1995,Jewellery Trader,"Flat No. 14A, Kanda, Ville Nagar, Mirzapur, Maharashtra - 510299, India",2649383,Voter ID: DIA7580559,FALSE,NONE,,CLEAN,10
CUST675462,1817675963,Gautam Rana,4/7/1971,Farmer,"Flat No. 50C, Lalla Nagar, Ville Nagar, Arrah, Madhya Pradesh - 415779, India",469228,Aadhaar Card: XXXX-XXXX-1782,FALSE,NONE,,CLEAN,13
CUST431575,6865727267,Aarav Palan,24-09-1965,Financial Advisor,"Flat No. 41A, Pillay, Ville Nagar, Jamalpur, Uttar Pradesh - 925189, India",7603801,Aadhaar Card: XXXX-XXXX-2404,FALSE,NONE,,CLEAN,20
CUST587402,6738148173,Ikbal Wadhwa,1/8/2000,Police Officer,"Flat No. 27B, Sule Zila, Ville Nagar, Narasaraopet, Maharashtra - 382234, India",926850,Driving Licence: ZR41 20248903147,FALSE,NONE,,CLEAN,12
CUST999695,9893340528,Falak Nagar,5/2/1961,Pharmacist,"Flat No. 49D, Ramaswamy Street, Ville Nagar, Guna, Karnataka - 390794, India",1443881,PAN Card: SDDIG7434P,FALSE,NONE,,CLEAN,2
CUST283017,6127913747,Elijah Prakash,22-06-1982,Self-Employed Consultant,"Flat No. 33D, Chaudhuri Marg, Ville Nagar, North Dumdum, Haryana - 182216, India",299216,Voter ID: PMY3811450,FALSE,NONE,,CLEAN,6
CUST137042,6514776988,Libni Kunda,10/12/1966,Construction Contractor,"Flat No. 47C, Mandal Circle, Ville Nagar, Kottayam, Karnataka - 759868, India",1467693,Voter ID: POR5894806,FALSE,NONE,,CLEAN,11
CUST942216,2299676190,Hemangini Kakar,9/3/1960,Teacher / Professor,"Flat No. 19D, Vala Marg, Ville Nagar, Udaipur, Tamil Nadu - 769809, India",208114,Voter ID: XHL6425820,FALSE,NONE,,CLEAN,16
CUST575745,7669085919,Dayamai Patil,8/3/1982,Import-Export Dealer,"Flat No. 42B, Warrior Zila, Ville Nagar, Munger, Telangana - 303244, India",6497420,Driving Licence: VS58 20169921993,FALSE,NONE,,CLEAN,10
CUST226611,9124329020,Anvi Kar,15-04-1979,Retired / Pensioner,"Flat No. 13C, Mani Circle, Ville Nagar, Buxar, Uttar Pradesh - 893928, India",596795,Voter ID: BQR3067274,FALSE,NONE,,CLEAN,13
CUST548945,2163495423,Madhavi Radhakrishnan,2/6/1978,Entrepreneur,"Flat No. 43B, Lall Ganj, Ville Nagar, Mathura, Madhya Pradesh - 346019, India",4197803,Passport: S2425085,FALSE,NONE,,CLEAN,3
CUST254887,7147226223,Aadhya Jani,28-02-1995,Army Personnel,"Flat No. 34C, Brar Path, Ville Nagar, Tiruchirappalli, Tamil Nadu - 491738, India",1238927,Voter ID: PII3642476,FALSE,NONE,,CLEAN,6
CUST730133,9982628328,Chasmum Maharaj,10/7/1961,Shop Owner,"Flat No. 3B, Devi Ganj, Ville Nagar, Dewas, Jharkhand - 213094, India",402999,Voter ID: LHP1479076,FALSE,NONE,,CLEAN,12
CUST204827,3833545196,Harish Modi,20-01-1999,Business Analyst,"Flat No. 1B, Sethi Path, Ville Nagar, Bongaigaon, West Bengal - 509850, India",1111176,Voter ID: CPQ9826283,FALSE,NONE,,CLEAN,11
CUST506045,9274437507,Wazir Kalla,18-06-1979,Banker,"Flat No. 3D, Soni, Ville Nagar, Mango, Delhi - 777292, India",1443974,Aadhaar Card: XXXX-XXXX-3713,FALSE,NONE,,CLEAN,7
CUST544638,2241044938,Geetika Basak,2/8/1989,Farmer,"Flat No. 24A, Dani Marg, Ville Nagar, Jorhat, Gujarat - 374025, India",279389,Driving Licence: LR42 20166414904,FALSE,NONE,,CLEAN,3
CUST139364,6127165731,Chaitaly Balasubramanian,28-01-1964,Real Estate Agent,"Flat No. 19B, Pillay Street, Ville Nagar, Jalgaon, Rajasthan - 326632, India",1220190,PAN Card: ZVFNP3001M,FALSE,NONE,,CLEAN,10
CUST970207,4203316413,Manbir Som,4/10/1983,Import-Export Dealer,"Flat No. 19D, Bains Marg, Ville Nagar, Jamnagar, Kerala - 163821, India",2097991,Aadhaar Card: XXXX-XXXX-9369,FALSE,NONE,,CLEAN,15
CUST510020,1856317214,Fariq Sridhar,7/5/1987,Army Personnel,"Flat No. 3C, Dixit Road, Ville Nagar, Kulti, Himachal Pradesh - 228934, India",937564,Voter ID: UOU6821657,FALSE,NONE,,CLEAN,5
CUST214881,9093225298,Tariq Saleem Mughal,3/8/1982,Construction Contractor,"Block 16, Street 46, Dubai, UAE",6100000,Passport: H8184442,TRUE,WATCHLISTED,FIU Watchlist - Cash-intensive contract inflation,WATCHLISTED,57
CUST446723,7489694854,Wazir Sawhney,19-05-1960,Film / Media Professional,"Flat No. 18A, Desai Path, Ville Nagar, Thane, Gujarat - 255214, India",4978029,Driving Licence: HF57 20251273964,FALSE,NONE,,CLEAN,14
CUST573417,6715177555,Harini Choudhury,11/2/1990,Chartered Accountant,"Flat No. 2B, Saran Road, Ville Nagar, Delhi, Uttarakhand - 330914, India",3279583,Aadhaar Card: XXXX-XXXX-2163,FALSE,NONE,,CLEAN,16
CUST206367,4989319535,Quincy Desai,18-05-1983,Business Analyst,"Flat No. 24D, Sur Ganj, Ville Nagar, Hospet, Telangana - 216424, India",1170699,Voter ID: DTI7942032,FALSE,NONE,,CLEAN,4
CUST947935,7659097346,Timothy Sachdev,8/10/1982,Journalist,"Flat No. 11A, Maharaj Road, Ville Nagar, Purnia, Madhya Pradesh - 788772, India",427574,PAN Card: GVXBZ4594S,FALSE,NONE,,CLEAN,17
CUST451238,2584559390,Baghyawati Sarma,21-05-1998,Retail Trader,"Flat No. 38D, Rana Marg, Ville Nagar, Sangli-Miraj & Kupwad, Haryana - 910707, India",290030,PAN Card: TPFIR3947K,FALSE,NONE,,CLEAN,9
CUST944565,2659616433,Laksh Nath,9/9/1982,Business Analyst,"Flat No. 39B, Venkataraman Chowk, Ville Nagar, Medininagar, Kerala - 838253, India",1097766,Passport: J5485272,FALSE,NONE,,CLEAN,17
CUST950965,9172843471,Sanaya Parikh,27-11-1976,Retail Trader,"Flat No. 29B, Narain Zila, Ville Nagar, Ballia, Gujarat - 470920, India",206987,Voter ID: AWS2856661,FALSE,NONE,,CLEAN,8
CUST722273,9484198252,Aditya Pandey,3/2/1999,Nurse / Healthcare Worker,"Flat No. 6A, Agarwal Chowk, Ville Nagar, Chittoor, Gujarat - 666619, India",597321,Voter ID: MCZ3548252,FALSE,NONE,,CLEAN,0
CUST826559,737679962,Janya Shere,26-09-2004,Army Personnel,"Flat No. 39B, Khosla Street, Ville Nagar, Raebareli, Tamil Nadu - 857830, India",908040,Driving Licence: QI50 20103808234,FALSE,NONE,,CLEAN,18
CUST134787,1586182319,Ritu Khandelwal,13-12-1957,State Chief Minister,"Flat No. 30A, New Delhi, India",2600000,Driving Licence: DL-299069054,TRUE,PEP,Domestic PEP - Chief Minister of State,PEP,85
CUST163029,7262208276,Kabir Kuruvilla,9/10/1960,Real Estate Agent,"Flat No. 4D, Goswami Circle, Ville Nagar, Korba, Maharashtra - 169832, India",710445,Voter ID: RRX7043474,FALSE,NONE,,CLEAN,8
CUST153389,6546503021,Frado Pandya,15-02-1967,Film / Media Professional,"Flat No. 49D, Kala Marg, Ville Nagar, Ambala, Punjab - 900734, India",5536889,Driving Licence: AU82 20235814312,FALSE,NONE,,CLEAN,11
CUST776185,7877700106,Varenya Kade,9/7/1991,Entrepreneur,"Flat No. 22D, Edwin, Ville Nagar, Latur, Karnataka - 209493, India",3591294,Aadhaar Card: XXXX-XXXX-9804,FALSE,NONE,,CLEAN,13
CUST923002,7155736136,Aditya Kamdar,9/11/1973,Nurse / Healthcare Worker,"Flat No. 6D, Shah Circle, Ville Nagar, Tadipatri, West Bengal - 489043, India",396910,Voter ID: JLG8802377,FALSE,NONE,,CLEAN,16
CUST370346,8824227483,Saumya Deep,25-01-1982,Shop Owner,"Flat No. 36C, Devi Ganj, Ville Nagar, Tirupati, Gujarat - 994863, India",561506,Driving Licence: PC16 20217528211,FALSE,NONE,,CLEAN,9
CUST405202,7385540908,Manya Gola,22-10-1971,Entrepreneur,"Flat No. 44B, Sehgal, Ville Nagar, Thoothukudi, Karnataka - 348918, India",1267795,Driving Licence: VO16 20213296175,FALSE,NONE,,CLEAN,10
CUST812120,8852871951,Qarin Bajaj,16-11-2004,Entrepreneur,"Flat No. 44A, Keer Street, Ville Nagar, Bhagalpur, Andhra Pradesh - 559337, India",2704054,Driving Licence: RC28 20205981394,FALSE,NONE,,CLEAN,12
CUST102342,3347268325,Xalak Dhillon,7/7/1968,Farmer,"Flat No. 20A, Nagarajan Chowk, Ville Nagar, Bongaigaon, Haryana - 747756, India",480918,Voter ID: BAL6005493,FALSE,NONE,,CLEAN,18
CUST637693,9408792082,Nicholas Mitter,24-04-1987,Financial Advisor,"Flat No. 12D, Mani Chowk, Ville Nagar, Kanpur, Karnataka - 908305, India",5355361,Aadhaar Card: XXXX-XXXX-6910,FALSE,NONE,,CLEAN,9
CUST949352,3030213922,Manbir Mani,24-02-1993,Teacher / Professor,"Flat No. 39C, Oza Nagar, Ville Nagar, Hospet, Uttar Pradesh - 554871, India",260660,Driving Licence: AK11 20146099857,FALSE,NONE,,CLEAN,14
CUST214655,9890571312,Aadi Ben,6/7/2002,Chartered Accountant,"Flat No. 6A, Kala Path, Ville Nagar, Parbhani, Madhya Pradesh - 557125, India",3118013,Driving Licence: JT66 20111019787,FALSE,NONE,,CLEAN,16
CUST452737,9119143782,Udyati Sathe,16-03-1984,Software Engineer,"Flat No. 14C, Kala Chowk, Ville Nagar, Guwahati, Delhi - 456871, India",5346543,Passport: T5635017,FALSE,NONE,,CLEAN,8
